id,title,year,source,name,platform,genre,mode,group,type,quote
416,Torpex Games' Schizoid,2008,https://www.gamasutra.com/view/feature/132190/postmortem_torpex_games_schizoid.php,Schizoid,console,action,single multi,production,design,"So we experimented with a bot wingman, knowing that it wouldn't be as fun as the co-op: either the wingman would be too good, ruining the fun for you, or not good enough, becoming a frustrating liability -- and that's what we found. On easy levels the wingman bot practically wins for you (in the level Scorpio Dawn, for example, you don't even have to touch the stick) but on the harder levels, where strategy matters, the bot -- who is, after all, just a bot -- does some boneheaded things. Although we kind of enjoyed those later bot levels -- it became a game of figuring out how to windespite the bot -- the comparative weakness of the single-player mode was confirmed in focus tests, where they would give the co-op game four or five stars but the single-player game only three, or fewer if they were frustrated. (...) It's conventional wisdom in the industry that games thatonly have multiplayer don't sell. (...) Although we gave a nod to the single-player with our bot and uber modes, for the most part, we willfully ignored that conventional wisdom, hoping the sacred cow would make good steaks -- surely, we thought, Xbox Live Arcade, where most of its users are already hardcore and wired, is a place where the no-multiplayer-only rule can be broken. (...) Some can't talk their friends into playing; some have friends they would play with, but finding time in their busy schedules is tough. It's as if most gamers are a little... schizoid."
417,Torpex Games' Schizoid,2008,https://www.gamasutra.com/view/feature/132190/postmortem_torpex_games_schizoid.php,Schizoid,console,action,single multi,production,technical,"As has been discussed to death at various GameFests, there are various performance gotchas when using XNA Game Studio. A lot of times the natural expressions you'd want to use when programming in C# will cause unseemly hitches when garbage collects on the 360, and you're probably going to want to multithread what would, if you had written in C++ in the first place, probably run fine entirely on one core. The end result is the time you save prototyping and getting up-and-running in the first place can be lost in working around performance later"
418,Torpex Games' Schizoid,2008,https://www.gamasutra.com/view/feature/132190/postmortem_torpex_games_schizoid.php,Schizoid,console,action,single multi,production,testing,"Having made many console games before, we thought we were old hands at getting through TCR. There were many reasons why TCR this time was Worse Than Ever: Although J Allard claimed at the GDC Microsoft Keynote a few years ago that they'd 'streamlined' the TCR list for the Xbox 360 to a short list of 130 items, and that TCR would be easier to pass than ever before, this was somewhat deceiving: the previous TCR for the original Xbox was long, but it was effectively a list of test cases. There's still a test case document for the Xbox 360 TCR, and it's HUGE. I suggest you skip the short list of 130 items and go straight to the big one. All the console games we'd worked on before are single player. The number of TCR corner cases that crop up once you include local and online multiplayer in your game are huge. Even though XBLA games are smaller than their disc-based counterparts, they get a whole extra set of TCR cases they have to pass. The biggest and least necessary of these is having to be able to display leaderboards while the game is paused. This means your front-end-shell leaderboard displaying code better be compatible with your playing-the-game code. Being able to play the game from a memory card while still having it load fast is another fun one. When making a disc-based game you have a much larger budget and much more resources -- the end result is, for a low-budget game, TCR consumes a much more significant portion of your development."
419,Torpex Games' Schizoid,2008,https://www.gamasutra.com/view/feature/132190/postmortem_torpex_games_schizoid.php,Schizoid,console,action,single multi,management-feature,budget,"Well into development, we received two offers from publishers for the right to publishSchizoid -- no strings attached. We'd get to keep the IP and everything. We knew that if we took the money, we'd probably never sell enough to see a single royalty check (as with 95% of publisher-developer deals), and we'd probably -- looking at median sales on Xbox Live Arcade -- make more in the long run if we didn't take it. But we're a startup! We should have just taken the money and started to share the risk -- we had lived off our savings for long enough."
420,Ironclad/Stardocks Sins of a Solar Empire,2008,https://www.gamasutra.com/view/feature/132039/postmortem_ironcladstardocks_.php,Sins of a Solar Empire,pc,strategy,multi single,production,design,"Both Stardock and Ironclad recognized the need for one, but the budget and time to do something of equal creativity and quality to the core game was simply not there. With Ironclads team, Stardocks game team produced the opening cutscene that introduces players to the Sins of a Solar Empire universe. But from there on, players play random maps and scenarios rather than going through a story-driven campaign. This was the most widely raised criticism in reviews; on a game that averaged almost a nine out of 10, one can only imagine what the scores would have been with a campaign."
421,Ironclad/Stardocks Sins of a Solar Empire,2008,https://www.gamasutra.com/view/feature/132039/postmortem_ironcladstardocks_.php,Sins of a Solar Empire,pc,strategy,multi single,production,technical,"On the PC, there is no standard way for games to interact with other users over the Internet. As a result, users inevitably have to configure routers to port forward. Stardock and Ironclad hoped to make this experience as seamless as possible. Even with a six month long multiplayer beta, there were still users who had a hard time dealing with personal firewalls and their routers (99% of users have no problem but 1% of thousands of users is still a lot of people). The good news is version 1.1 will include groundbreaking new network technology that should eliminate this problem altogether."
422,Ironclad/Stardocks Sins of a Solar Empire,2008,https://www.gamasutra.com/view/feature/132039/postmortem_ironcladstardocks_.php,Sins of a Solar Empire,pc,strategy,multi single,production,testing," Vocal public beta testers were able to convince us to change features that would have been better left untouched. For example, the beta allowed the AI to take over for dropped players in multiplayer. However, beta testers complained that with the save/restore option, players could just restart the game and having an AI player get involved interfered with the experience. As a result, the feature of allowing computer players to pick up after dropped players was removed in the retail release (it was added back in 1.03). (...) Sins of a Solar Empires retail release had computer AI that was as good if not better than most RTSes, but it was considerably weaker than what is commonly found in turn-based 4X games. This was simply a function of time and lack of opportunity to test it against live human opponents."
423,Ironclad/Stardocks Sins of a Solar Empire,2008,https://www.gamasutra.com/view/feature/132039/postmortem_ironcladstardocks_.php,Sins of a Solar Empire,pc,strategy,multi single,management-feature,planning,"Most of the ""what went wrong"" with Sins of a Solar Empire are tied to budget and time. Could Sins have gotten higher scores if it had waited another six months and incorporated a single player campaign, stronger AI and more content? Probably. Would it have sold better? A release date of August 2008 would have put it 30 days out from the release of Spore as well as other major titles."
424,Ironclad/Stardocks Sins of a Solar Empire,2008,https://www.gamasutra.com/view/feature/132039/postmortem_ironcladstardocks_.php,Sins of a Solar Empire,pc,strategy,multi single,business,marketing,"In the fall of 2007, it was difficult getting the general PC gaming media to give Sins of a Solar Empire the time of day. Only physical trips by the CEO of Stardock to particular game magazines secured any serious game coverage in some cases. (...) Stardock failed to get Impulse, its next-generation digital distribution platform, completed in time for release with Sins of a Solar Empire. Impulse takes all of Stardocks first-party applications and all of the games it sells (both first and third party) and combines them into a single platform. It was hoped that Impulse would be ready for release by Sins launch and included in the retail package. Instead, Impulses release was pushed back to this month."
425,Fizz Factors The Incredible Hulk,2008,https://www.gamasutra.com/view/feature/132227/postmortem_fizz_factors_the_.php,The Incredible Hulk,console,action,single,production,tools," With our studio having developed numerous DS games, we had engines to support a variety of game genres for the platform in both 2D and 3D. Since none had tackled fully destructible environments, however, we had to undertake extensive engineering work up front to prepare. The benefits of achieving this goal did not end up outweighing the costs. While the engine changes were underway, the art and design team could not develop on target. This affected our relationship with the client since it was relatively late into production before we had a solid build to show."
426,Fizz Factors The Incredible Hulk,2008,https://www.gamasutra.com/view/feature/132227/postmortem_fizz_factors_the_.php,The Incredible Hulk,console,action,single,production,technical,"The tile-based system we devised called for artists to create three tiles for each square of gameplay. While this wasnt three-times the overall amount of art we would have created for other side-scrollers, it was a considerable art hit and technical challenge. We were fortunate to have a great environmental artist with excellent tech problem-solving skills. Working with the programmers, he devised a system for implementing the tiled elements within the memory constraints in a way that kept them from looking tiled. He also created a first pass on all of the tiles. However, the chore was immense, stressful, and is not anticipated to be repeated. Because the environmental art demands were far more than we anticipated, we had to add two additional artists to the backgrounds from alpha till the end. Taking the placeholder tiles created by the initial artist, they shaped them up and extended the blurring effect between the tiles to occlude any checkerboard effect."
427,Fizz Factors The Incredible Hulk,2008,https://www.gamasutra.com/view/feature/132227/postmortem_fizz_factors_the_.php,The Incredible Hulk,console,action,single,management-feature,cutting-features,"Again, the upfront tech investment limited our polish time. Rather than work at a measured pace from the start, we were pushing hard to get all content in the game and be feature complete by alpha and beyond. While our client was enthusiastic about the fully destructible aspect of our design, the detracted polish time that resulted from its implementation was a warranted source of frustration on both sides."
428,Saber Interactives TimeShift,2008,https://www.gamasutra.com/view/feature/132007/postmortem_saber_interactives_.php,TimeShift,console pc,shooter,multi single,production,tools,"Sometimes the issues were known and there were pre-existing workarounds or fixes available, but every once in a while we were stumbling upon an untested piece of code, or an unanticipated use of a subsystem, or a lack of a vital piece of documentation which made some concepts unclear to our engineers. What came as a surprise, though, was that whenever an issue arose with any of these components it oftentimes required massive efforts to nail it down. Conference calls were scheduled, mini-apps that demonstrated the problem in a testbed scenario were built and sent to the providers, and support trips were set up to bring the engineers on-site to address the issues ""right on the spot"". All of that slowed down the development somewhat and was always a ""scare factor"" to the senior management. What if an engineer from one of these middleware providers would not be available for a quick trip to our offices? (...) The lesson learned is that its certainly a great idea to utilize third-party solutions, but because those providers dont work for you they may have other priorities, so enough time needs to be allocated to deal with the possible issues. Its also crucial to integrate and test all third-party components as early in the dev cycle as possible to be able to accommodate to any contingencies. (...) As the engine side of the technology was slowly becoming available, the artists had to start working on textures and materials right away, using our previous-gen tools. The entire texture set for the game and supporting materials had to be reconverted many times to keep up with the changes the tech team was doing. However when the system was finally ready and the supporting shaders were written another major problem arose. We could not play the game at reasonable framerates because we did not have a shader-precompilation system. Because shaders were compiling at run-time, the game was chugging every other frame at any decent visual quality setting (it takes up to 30 seconds to compile an average shader in TimeShift on PC, and we had thousands of those shaders). In other words, all we could do was to switch to shaders 2.0, position the camera, then switch to shaders 3.0 -- and then after a five minute pause a beautiful picture appeared. The problem was massive. We assigned Victor Streltsov, one of our most seasoned and creative programmers, to address the issue. We hired another senior programmer, dedicated to helping Victor with that assignment. Four months later, our ShaderCache tool was born. Think of a huge distributed computation system which is installed on all 100+ workstations we have in the office, governed by a server-based app which farms out individual shader compile tasks to the clients. Even with a system like this it took us over 12 hours to build a complete shader database for all platforms (by the time we finished, it took no more than an hour to complete this task, thanks a number of optimizations we did). While this system was being built, however, the life of texture artists was pretty miserable. They could work with test scenes just fine, but seeing the results of their work in the full scenes was nearly impossible. (...) Unfortunately, even once we were able to pre-compile all the shaders for our scenes, another pretty big issue emerged. We had a few thousand unique shaders per scene, and because they were very complex -- it took over five minutes to create them all during level loading on PC. Obviously, having the user wait five minutes for a level load was unacceptable. Also, for some hardware configurations the game was crashing while creating all those shaders. Our lead rendering engine designer Anton Krupkin was working out a solution with NVIDIA and ATI engineers. It was another external dependency which we identified pretty late in the process. Another set of custom builds had to be made and delivered via secure channels to the hardware vendors. Some of the problems that we saw could never be reproduced on their end because we used some specific combination of graphics cards and the drivers -- so we brought their engineers to our New Jersey office. Ultimately, thanks to the unparalleled support of NVIDIA and ATI staff, the issue was resolved and driver updates were issued on time for the release of the game."
429,Saber Interactives TimeShift,2008,https://www.gamasutra.com/view/feature/132007/postmortem_saber_interactives_.php,TimeShift,console pc,shooter,multi single,production,technical,"We had minimal time to spend on preproduction and feature testing in the early stages. We had to be working on assets at the same time as the technology to support those assets came online. Obviously, we were stumbling upon unforeseen issues all the time. One of the biggest technical challenges we had was with our ShaderCache system (see Wrong #4) -- but thats not the only example. ShadowMap technology only became functional at the time we were at Alpha, so Olga Cheremisova and our other lighting artists had a very limited time to go through all the levels and set up proper lighting. Sometimes we did not have the time to properly upgrade the tools to accommodate the volume of new assets. Our lightmapping tool was developed two years ago, but it was never tuned to handle the very large scenes that we were coming up with. In the worst cases, it was taking up to 45 minutes to calculate lighting for some of the larger scenes, which is obviously totally unacceptable and made the life of our lighting artists even tougher. The only viable option we had was to continually upgrade hardware and give multiple computers to the key lighting artists. Another issue we faced was production speed due to constantly evolving technology. Although our engine was highly optimized in time for ship, we were not able optimize the engine fully during development, which affected the work of artists and scripters who unfortunately had to struggle with the game running at sub-optimal framerates. It was only at the end of production that we had time to get the engine running fast. Had we been able to do this earlier, the design department would have had an easier and more efficient time scripting our levels. Finally, because the final dev schedule was so compressed, most assets were coming online late -- even though everybody involved was pushing as hard as possible, the sheer volume of new assets was mind-boggling. This included delivery of mocap, VOs, localization data, FMVs, and other components. (...) It was not much easier with VOs and localization assets. VOs were recorded and localized at the same time, even before integration of English-language VOs in the game was complete. Anna Naleushkina, Sabers AP responsible for those production tracks, was frantically coordinating from our St. Petersburg office the movement of those tens of thousands of assets between the recording studio in LA, the processing house in Vancouver, and localization team in Dublin. Surprisingly, nothing was ""lost in translation"". To be honest, we dont know if theres a good solution to handle this -- other than add more time and make the project more sane. That clearly wasnt an option for our team, though. When you have such a massive number of assets coming in and you need to do the integration very quickly, it simply creates a project-wide havoc, and it feels as if the skies are falling. There was never enough time to fully update the tools or pipelines, so all we could do was to clench our teeth and plow forward. (...) Even though we nearly shipped a game with a decent networking code a year ago and had an understanding of what it takes to get it done -- we still underestimated the complexity of the task. We set a high quality bar, which was to create a robust multiplayer engine rivaling those in the best products -- and we did not want to settle on anything less than that. Our multiplayer mechanics were very strong and fun to play, so we had to support them with proper tech to allow 16 players to play online. In order to reach the mass-market we established pretty low bandwidth requirements, and to achieve this goal we had to do a pretty major rearchitecturing of the networking engine. Once the commitment was made and the work started -- there was no going back. Our old networking code was no longer compatible with the rest of the engine, but the new system was insanely complex and needed to be properly debugged. Normally, you want to stay away from ""insanely complex"" systems because they are hard to develop, debug and maintain. But it looks like its the nature of the business when it comes to multiplayer. All the issues we had in single player were now multiplied by a factor of 16 (the maximum number of players TimeShift supports). (...) Even though we finally succeeded, this entire experience was scary, and worked totally against our normal planning. "
430,Saber Interactives TimeShift,2008,https://www.gamasutra.com/view/feature/132007/postmortem_saber_interactives_.php,TimeShift,console pc,shooter,multi single,production,testing,"You want to test stability? Performance? Bandwidth handling? Great! All you need to do is to find 16 people that are available at request, ideally sitting in different offices (St. Petersburg, NJ and LA), make sure they all have the same build, and do the test. Then repeat as needed. The amount of testing we had to go through was absolutely insane. We came up with a concept of mini-builds, which allowed us to distribute builds faster. We ran dozens of tests on a daily basis assembling bandwidth handling stats, trying to provide the multiplayer team with enough information to do the analysis. A dedicated multiplayer QA team in LA was running daily tests with their counterparts in India, running multiple 16-player matches with different settings on various bandwidths. But a week before release we were still unhappy with the results -- even though our lead multiplayer engineer, Stas, was leaving the office at 5 AM nearly every day of the week. It still remains a mystery how he pulled it off -- but he did. (...) A lesson we learned was that we underestimated the massive scope of testing required to bring the multiplayer component to the quality level we wanted. Also, multiplayer coming together so late in the process did not allow us to have any beta testing of this component of the game."
431,Saber Interactives TimeShift,2008,https://www.gamasutra.com/view/feature/132007/postmortem_saber_interactives_.php,TimeShift,console pc,shooter,multi single,production,prototyping,"Certainly the last extension was an exception to this and allowed us to bring the game to the level of quality it deserved, piecing the elements together. It worked out for the most part, but the story came out relatively weak. We were constrained by the fact that we could not really take the game through a proper preproduction and planning phase, and could not change a lot of levels to accommodate to the final creative vision. Certain members of the gaming press criticized us sharply for that."
432,Saber Interactives TimeShift,2008,https://www.gamasutra.com/view/feature/132007/postmortem_saber_interactives_.php,TimeShift,console pc,shooter,multi single,management-people,delays,"A total of four executive producers, two writers, and a large number of creative people worked on the game. By the time we finished, we were operating under Amendment 17 of our initial contract. An insane number of piecemeal two to four month extensions never allowed us to neither bring the game to the finish line, nor make a big enough overhaul. The game as it was in September 2006 was a mishmash of way too many creative visions."
433,Saber Interactives TimeShift,2008,https://www.gamasutra.com/view/feature/132007/postmortem_saber_interactives_.php,TimeShift,console pc,shooter,multi single,management-people,crunch-time,"Because of the extension, our team had to spend two summers in a row in the office. Sabers senior management knew that crunch was coming, and it was inevitable. We also knew that the last thing we wanted to happen was to burn the team so much that somebody would snap in the middle of the project and quit -- so the goal was to make this crunch feel reasonable. We also had to come to terms with a few over-zealous people at our publisher, who ""expected"" the team to go into crunch ideally sometime in January, knowing that the project wouldnt end until mid-October. That certainly wasnt an option. Mandatory 55-hour work weeks for most people at the team were finally established starting in May. The primary tools we had at our disposal were proper planning and established production processes. We knew that our primary ""peopleware enemy"" was the frustration factor, and we tried hard to minimize it. (...) Working exceptionally long hours, dealing with unexpected technical hurdles, managing multiple SKUs, and adapting to ever-changing business requirements, working on TimeShift was a very trying experience for everyone involved, both at Saber and at Sierra. We could have never anticipated what it would take to put together a AAA product under such tight deadlines, but we were determined to make it to the finish line and to create a great game."
434,Saber Interactives TimeShift,2008,https://www.gamasutra.com/view/feature/132007/postmortem_saber_interactives_.php,TimeShift,console pc,shooter,multi single,management-people,team,"It was our first attempt to use mocap, and probably because of that, it took us over a month to get the first mocapped animation in the game and nail down the pipeline (of course, when we finally got that first animation in we lost Ruslan Vizgalin, our lead animation programmer, for three weeks -- he was in the hospital fighting pneumonia). This whole process was wreaking havoc on our lead AI programmer Sergey Mironov, the scripting team and the producers -- most animations and animation transitions were not working for about a month, the game was not playable, and it was impossible to easily tell what the source of a bug was -- was it one of the many animation glitches, or a scripting issue, or an AI navigation problem?"
435,Saber Interactives TimeShift,2008,https://www.gamasutra.com/view/feature/132007/postmortem_saber_interactives_.php,TimeShift,console pc,shooter,multi single,business,marketing,"Another negative effect of the game being so long in production, and being close to the finish line so many times, was that by the time it was getting close to being released it had already been shown to the press over and over again. How many exciting stories can you tell to the same journalists whove seen the title three or four times already? The surprise factor was totally lost, and Sierras PR staff had to overcome a lot of skepticism. Because the game was shown primarily to the U.S. press, PR efforts were easier to carry out in Europe where the game was fresher. Thats probably one of the reasons we are getting consistently higher review scores in that region."
436,Naughty Dogs Uncharted Drakes Fortune,2008,https://www.gamasutra.com/view/feature/132203/postmortem_naughty_dogs_.php,Uncharted Drakes Fortune,console,action adventure,single,production,design," Although we took a lot of the right steps in our approach to developing a realistic story and character, we seriously underestimated the impact that realism would have on our game design. A major example of this was the difficulty we faced while we were tuning the health of the enemies. We initially set up the enemies to take a bunch of hits before dying, so that each enemy felt like a formidable opponent. However, we soon started getting feedback from players that it seemed incredibly unrealistic for the enemies to take more than a couple of shots before going down. This meant that we had to constantly retune our setups and spawn additional enemy waves to compensate for the change. At the last minute we also implemented an injured state for the enemies which changed their animation when they were hurt, so that they could react to getting shot in the arm or the leg. A different kind of struggle between reality and game design happened when we tried to visually differentiate between the different enemy classes. We initially approached their character designs with the same subtle approach that we applied to the main characters, but because the enemies are usually some distance away from the camera on the screen, and hence are quite small, these subtle differences werent noticeable by the player."
437,Naughty Dogs Uncharted Drakes Fortune,2008,https://www.gamasutra.com/view/feature/132203/postmortem_naughty_dogs_.php,Uncharted Drakes Fortune,console,action adventure,single,production,tools," Partly driven by a desire to share technology, we developed all-new tools for Uncharted, including a new asset-management system, our first GUI build tool, and a shader and material editor. But in June of 2006, about halfway through the games development cycle, the team faced a big crisis. Creating our first E3 teaser trailer exposed numerous problems with our new tools, and people were very frustrated. We realized that wed bitten off too much with our tools approach -- wed tried to be too clever, coming up with convoluted approaches that were intended to solve every last problem that anyone had ever had with each kind of tool. To make it worse, wed gotten distracted by our lofty aspirations, and had left it very late to implement a build pipeline that let people actually run and play levels. To solve these problems we moved back toward our familiar Jak and Daxter method of doing things for many of the tools. From then on things got better and better, and we began to get really good traction on building out the game."
438,Naughty Dogs Uncharted Drakes Fortune,2008,https://www.gamasutra.com/view/feature/132203/postmortem_naughty_dogs_.php,Uncharted Drakes Fortune,console,action adventure,single,production,technical," We had a very mixed-media approach to level layout for Uncharted. Basically, whatever worked well for the designer of the level was okay with us. Some designers started with plan-view pencil sketches or detailed layouts on squared paper. Most of us used Adobe Illustrator and simple prototype geometry built in Maya, which let us iterate on our level designs more easily. Sometimes we would move back and forth between both applications, annotating screen captures of Maya geometry in Illustrator, and then making more changes to it. If we hadnt been so pressed for time, we would have iterated each level many more times before we moved on to the stage of creating finished environment art. We found that the more we could polish a level while it was still simple from an art point of view, the less time we wasted redoing work on the environments later on."
439,Naughty Dogs Uncharted Drakes Fortune,2008,https://www.gamasutra.com/view/feature/132203/postmortem_naughty_dogs_.php,Uncharted Drakes Fortune,console,action adventure,single,management-people,communication," When we first started developing ideas for Uncharted, we explored a lot of different directions. Although we always knew that we wanted to make a third-person character-action game set in a load-free world, the rest of the gameplay, story, and settings changed a lot in our early discussions. For a variety of reasons, it took us a while to settle on the final concept of the game. And, because we were very focused on creating technology in the early part of the project -- the engine, the rendering pipeline, and tools -- we didnt have the programming support to prototype our gameplay ideas. This slow start put a dent in the teams morale, but once we focused the design, communicated it to the team, and began implementing against it, everyones spirits lifted and we began to move forward with great speed."
440,Naughty Dogs Uncharted Drakes Fortune,2008,https://www.gamasutra.com/view/feature/132203/postmortem_naughty_dogs_.php,Uncharted Drakes Fortune,console,action adventure,single,management-feature,scope," Having held ourselves up by not getting a good build pipeline in place early on, we were then playing catch-up throughout the project. A recurring theme in our postmortem discussions for Uncharted has been that, in many cases, we wished that wed started building out the game with the simple tools that became available early on, rather than waiting for the technologies or gameplay code we thought we needed to support our sometimes overly complex design or production ideas. This problem has some similarity to the tools problems we faced -- we set our goals too high, and had to bring ourselves down to earth in order to be able to move forward. For example, we had wanted to use a system of interchangeable body and clothing parts for our enemies in order to get a huge apparent variety of enemies and reinforce the reality of the world. We wanted the player to have the feeling that each enemy character was unique. The problem was that this held up our whole enemy implementation process. We couldnt start finalizing the enemies until we finally realized we didnt have time to create our parts system, and simply got on with making the enemies that are in the shipped game."
441,NinjaBees A Kingdom for Keflings,2009,https://www.gamasutra.com/view/feature/132314/postmortem_ninjabees_a_kingdom_.php,A Kingdom for Keflings,console pc,simulation strategy,multi single,production,technical," One problem with an open sandbox world is that we dont directly control the complexity of the scene being shown to the user. Almost the entire tech tree can be unlocked and built in one world. Add in the multi-texture effects in the terrain, support for user-painted roofs and walls, and season-specific building and ground textures, and texture management gets pretty complicated. We knew it would be an issue, but we underestimated the painful impact this would have on total memory usage and we planned poorly from the start. It would have been harder to arrange, but we should have been more aggressive in making building assets share common elements (roof materials, wall materials, etc.), and we should have been more consistent in building design."
442,NinjaBees A Kingdom for Keflings,2009,https://www.gamasutra.com/view/feature/132314/postmortem_ninjabees_a_kingdom_.php,A Kingdom for Keflings,console pc,simulation strategy,multi single,production,testing," Sure, we extensively playtested the early experience. But it was a long time before we had a stable build that let us play through the game. That plus too much focus on the early game and not enough on the middle and the end resulted in balance and quality issues. We played through to the town hall what feels now like a thousand times, but played the mid-to-late games far less. There are some confusing points mid-game where its easy for players to get stuck. Theres a bit of a late-to-mid-game grind that I wish we had eliminated. Theres a general lack of balance in some of the late game when it comes to time between accomplishments for the user. And there are crashes later in the game that more thorough testing would have uncovered."
443,NinjaBees A Kingdom for Keflings,2009,https://www.gamasutra.com/view/feature/132314/postmortem_ninjabees_a_kingdom_.php,A Kingdom for Keflings,console pc,simulation strategy,multi single,management-feature,feature-creep," I know were far from the first developer to tell this sad story. The original design called for a flexible dynamic music system, avoiding the monotony of the standard music loop by using a system of layered, changing riffs and variations. We put huge amounts of time into this from designers and programmers and audio people. We rewrote the code several times, spent many hours massaging the music assets, and wrote pages and pages of scripting. But... While there were moments where it seemed like it was going to work great, the final results were ultimately not acceptable. At the very end of the project we scrapped the dynamic flow of music and rewrote the system one more time, keeping only a simplified version of the dynamic layering of tracks based on city complexity. And even that is a subtlety that was easily not worth the effort we put into it."
444,NinjaBees A Kingdom for Keflings,2009,https://www.gamasutra.com/view/feature/132314/postmortem_ninjabees_a_kingdom_.php,A Kingdom for Keflings,console pc,simulation strategy,multi single,management-feature,budget," Our pockets are not deep. We had only the money we had saved up and additional cash borrowed from friends to make this game. Budget pressure meant cutting a few corners here and there, not fixing a lot of things we would loved to have fixed at the end, and cutting features we would loved to have added, like local multiplayer. On top of this, we need to keep everyone at the company gainfully employed, so as team members came off other projects we had them help out with this one even when the timing was wrong. Designers were working on particle effects before the game-specific technology really let them see what the results would look like. Artists were doing production work when the leads werent available to work with them on direction. All of this meant less efficiency and more pressure on the pocketbook. We went over budget and way over schedule, risking damage to the company. As a consequence of playtesting and an evolving design, we felt there were certain features that had to be included, and felt it was critical to scrape up the resources necessary and delay release to get them in. We dont regret this decision, but we certainly will consider these lessons when planning future budgets."
445,Bionic Commando Rearmed,2009,https://www.gamasutra.com/view/feature/132305/postmortem_capcomgrins_bionic_.php,Bionic Commando Rearmed,console pc,platformer,multi single,production,design," The original game ends with a classic image of last boss Master Ds head exploding. The money shot. It had to be in there or the fans would be extremely disappointed. But at what cost? The cost was a censored version. I cant think of any other game that would be a teen-rated game with the exception of three seconds at the end. Had we not included the over-the-top head popping last scene, then we would have only needed one version, and could have saved bugchecking an entire new version of the game. This is another area where I wonder if the amount of time and money we put into creating a censored version was really equivalent to the sales that version achieved. It could also be said that not including the final scene would have been the right financial choice... But as many people in this industry will tell you, sometimes making a game is about doing something you love and doing it because you think it will be fun. This was the one part of the game that I allowed the gamer within to make the final call. Yes... we need to see that head explode! ...and it still puts a smile on my face."
446,Bionic Commando Rearmed,2009,https://www.gamasutra.com/view/feature/132305/postmortem_capcomgrins_bionic_.php,Bionic Commando Rearmed,console pc,platformer,multi single,production,technical," As with everything in this industry, you have to take the negatives with the positives. So, while the announcement trailer was definitely one of our brightest moments, it also created a major problem. Im a big proponent of presenting something fully translated. Maybe its due to my localization roots, but at any rate, for the trailer we decided to create versions for every language the game was going to be released in. Thats six. Unfortunately, that means submitting six different versions. Add to that the fact that you need an ESRB rating on the North American version, shouldnt have it on the European version, and that there is a different logo for the Japanese version and you end up having to encode lots of trailers. Submitting the various metadata was also no easy task. Although Im proud of the end result, when I think about the amount of work we put into it, I dont think the end-result necessarily justified all the extra work for all involved. From now on, Ill stick with English and Japanese only."
447,Bionic Commando Rearmed,2009,https://www.gamasutra.com/view/feature/132305/postmortem_capcomgrins_bionic_.php,Bionic Commando Rearmed,console pc,platformer,multi single,management-feature,scope," This is probably a trap that many other publishers have fallen into as well. There is a tendency to think of digital titles as much smaller than their packaged brethren but in the end, they can be just as much work. The initial schedule we started out with was quite aggressive but something we thought was manageable. In the end we underestimated the submission process, number of bugs, and multiple versions that needed to be submitted and missed our mark by about four months. That wouldnt have been so bad if I hadnt opened my big mouth and stated that we were releasing in May... something that could also easily be listed as another big mistake... fortunately, we only have to list 5."
448,Bionic Commando Rearmed,2009,https://www.gamasutra.com/view/feature/132305/postmortem_capcomgrins_bionic_.php,Bionic Commando Rearmed,console pc,platformer,multi single,management-feature,feature-creep," In the end, text is a slippery slope. The amount of localization, planning, and programming is no easy task. I know the programmers on the title thought this was a bad idea from the start, and certainly its not the type of feature that will sell a lot of additional units, but we went forward with it anyways. It created a lot of page break mistakes and of course the Japanese localization was a colossal headache. Its funny, but even though I worked in localization for several years, I never did it the other way around (English into Japanese). All of the games I worked on were Japanese into English. With Japanese you basically have to code in where each line breaks by hand. English and other Western languages allow for automatic line breaks quite easily, but Japanese is incredibly time consuming. Capcom is a Japanese publisher, so we needed to have a Japanese version, but what a huge amount of work to put into a single language when compared to the other languages!"
449,Bionic Commando Rearmed,2009,https://www.gamasutra.com/view/feature/132305/postmortem_capcomgrins_bionic_.php,Bionic Commando Rearmed,console pc,platformer,multi single,business,monetization," The dilemma with this one had to do with the process we took when deciding the release price. Lets just say that I should have crossed my Ts and dotted my Is before opening up the price poll for BCR. After the fact, I was told that several internal and external people thought that $10 was too cheap. While I stand by the decision in price, I should have definitely done some more internal groundwork before moving forward with the decision. Being a producer is a political game, and you need to have people that support you internally. In the end, I think this choice may have burned some bridges for me that may not be easily fixed."
450,Gaijin Games BIT.TRIP BEAT,2009,https://www.gamasutra.com/view/feature/132432/postmortem_gaijin_games_bittrip_.php,Bit.Trip Beat,console mobile pc,action,multi single,production,design,"In the original design, there were no boss battles. Why there werent seems silly in retrospect, because as a gamer I love boss battles. Regardless, I chose not to include them in the design. The more we played the game, the more we realized that we needed something. However, this realization came quite late in the project, after all of our other tasks had already been scheduled. And due to the small scope of the game, as acting producer, I didnt want to cut anything in the schedule to make time for the new work wed have to do to implement bosses. So, we piled them right on top of the crunch that we were already doing. Because we were so far along in the development process, each boss had to be done in roughly two to three days. As you can imagine, that doesnt lead to well thought out design, nor does it lead to enough tuning or difficulty balancing. In the end, the bosses were rushed, and while I think they ultimately add value to the game, they definitely feel rushed when I play it."
